EID,GID,SA,TCH
Balsora_2016,109,13.755499701895,295.550972716477
Balsora_2016,110,6.91522900653362,258.066451075981
Balsora_2016,111,7.77055217926231,260.908024596382
Balsora_2016,112,14.954969949448,208.697548846636
Balsora_2016,113,14.3675135640635,243.929926547135
Balsora_2016,114,14.3453334925785,212.251895960115
Balsora_2016,115,14.9154002499428,210.019056283047
Balsora_2016,116,15.4389242501457,233.851708937535
Balsora_2016,117,7.93525805094036,318.557137220256
Balsora_2016,118,15.1430491397853,260.124523709336
Balsora_2016,119,14.1193337219628,237.180759388561
Balsora_2016,120,16.3095569443158,214.539536014511
Balsora_2016,122,12.9193611960476,267.98944445047
Balsora_2016,123,11.3693038569771,282.217896283175
Balsora_2016,124,13.2982766758859,229.842447578726
Balsora_2016,125,11.649264448664,234.035512735761
Balsora_2016,126,14.9757511134132,213.591154252138
Balsora_2016,127,15.4443851022889,244.01685000483
Balsora_2016,128,14.6985998322641,217.66662876442
Balsora_2016,129,14.3621490983127,267.721426144076
Balsora_2016,136,17.1109956735738,238.777882549344
Balsora_2016,137,16.9074177406986,282.472766276796
Balsora_2016,143,15.2533115540552,292.202945249061
Balsora_2016,144,15.8724446870704,202.75813672025
Balsora_2016,145,14.3814482869859,255.467684534849
Balsora_2016,146,16.0668599595938,229.242452100756
Balsora_2016,147,13.3563673872626,198.648622826637
Balsora_2016,148,14.16420355213,238.338675441048
Balsora_2016,149,17.5103970213171,177.450410339603
Balsora_2016,150,16.2196299077538,265.343570011905
Balsora_2016,151,15.5964208518572,221.875810064799
Balsora_2016,152,17.3176901425273,242.818010555619
Balsora_2016,153,14.5316422065179,227.011318182765
Balsora_2016,154,16.5341097767457,213.278262350445
Balsora_2016,155,13.0634286465676,224.020771836322
Balsora_2016,157,16.7163582104002,222.217679908652
Balsora_2016,158,15.8607831804641,214.911615961165
Balsora_2016,159,14.5557914609355,185.356556473132
Balsora_2016,164,14.5632005673327,248.009595244972
Balsora_2016,165,13.7840878631605,270.038752132553
Balsora_2016,168,16.5189870788946,266.596783730286
Balsora_2016,169,17.3875411478124,282.566816381941
Balsora_2016,170,16.2579539247708,265.964925181195
Balsora_2016,171,15.8911569770145,232.839515088433
Balsora_2016,172,16.3010289168903,227.314126886118
Balsora_2016,173,15.0997303769761,289.726518684498
Balsora_2016,174,16.059638724045598,185.741589857078
Balsora_2016,175,16.9911471750552,248.990963884415
Balsora_2016,176,16.1293351158943,235.477866322897
Balsora_2016,178,17.0398294411617,263.103854475359
Balsora_2016,179,15.960709033459,245.014639576309
Balsora_2016,180,16.4320136665816,225.015421016314
Balsora_2016,181,17.6394855337333,272.611288618917
Balsora_2016,182,17.4038012283811,235.694001835584
Balsora_2016,183,15.0112620767206,267.272414008399
Balsora_2016,185,16.1719189030243,263.211579752213
Balsora_2016,186,15.8719746940853,241.87655440311
Balsora_2016,187,14.3077002029834,260.049695939833
Balsora_2016,189,15.9470102224759,216.665137236257
Balsora_2016,190,17.1718854802921,256.541157703967
Balsora_2016,191,16.8897749530968,235.252253106225
Balsora_2016,192,14.9771280554875,242.48626869318
Balsora_2016,193,14.7422318029367,246.046154959837
Balsora_2016,194,16.0322932069695,271.666314135309
Balsora_2016,195,15.8531213632579,278.352330724934
Balsora_2016,196,15.264533379294,283.193355859942
Balsora_2016,197,15.1551702197795,288.177583555506
Balsora_2016,198,14.2032489558007,229.258372339917
Balsora_2016,199,16.150246548787,269.701361403203
Balsora_2016,200,16.0236431102169,215.786497816181
Balsora_2016,201,15.4927610226336,216.546536637742
Balsora_2016,202,17.7194003526151,206.046083631792
Balsora_2016,203,15.8134869499085,210.650639016624
Balsora_2016,204,17.4122973658523,190.974836795874
Balsora_2016,205,16.7143239548292,176.586655394088
Balsora_2016,206,16.1604796016156,249.757035541995
Balsora_2016,207,16.209360194287,242.092384691427
Balsora_2016,209,15.6537736489125,195.265830181812
Balsora_2016,210,13.4413625895225,271.274059939697
Balsora_2016,211,15.3354474660316,268.649762178438
Balsora_2016,212,15.493730640868,251.368678383148
Balsora_2016,214,16.9380579608421,216.927680621618
Balsora_2016,215,11.719251036092,235.650863021859
Balsora_2016,216,15.6331101260879,305.18449150619
Balsora_2016,217,16.4875576129832,269.011543800588
Balsora_2016,218,16.6028856550256,295.677155040096
Balsora_2016,219,15.850457605989,228.398515198236
Balsora_2016,220,15.7311702292732,272.550141636724
Balsora_2017,4,13.5995244189344,136.022555531199
Balsora_2017,5,12.8919287736133,168.094385758405
Balsora_2017,8,14.3653499394283,126.621319278213
Balsora_2017,9,13.7327146642501,104.151000082242
Balsora_2017,10,13.9331472206644,91.8366423273896
Balsora_2017,11,14.634753583706,102.076191808746
Balsora_2017,12,15.3458306052001,106.474184467084
Balsora_2017,13,15.2147992980135,129.426598829215
Balsora_2017,14,14.3538440759558,138.747755218365
Balsora_2017,15,14.325617126973,129.476259191296
Balsora_2017,16,15.8445073189252,152.312053442386
Balsora_2017,17,13.2057035861017,92.7355828785978
Balsora_2017,18,15.189090434214,111.597831229325
Balsora_2017,19,15.8750036987513,144.235018343989
Balsora_2017,20,14.472922079692,124.976145842614
Balsora_2017,21,14.9224199556853,80.0704673070301
Balsora_2017,22,14.9804478967901,121.856242244822
Balsora_2017,23,14.9929870665001,127.296236715981
Balsora_2017,24,12.3930424346635,77.3469576824633
Balsora_2017,25,13.9671529683604,105.324290110221
Balsora_2017,26,13.2591710236654,136.03439544468
Balsora_2017,27,13.831855551681,140.939059780847
Balsora_2017,28,14.7656188626085,106.654172318511
Balsora_2017,29,13.7127374490999,120.921375853171
Balsora_2017,31,15.4112599257073,125.363073489618
Balsora_2017,32,13.5166442688769,152.589008941639
Balsora_2017,33,14.1515162632849,109.811733144155
Balsora_2017,34,16.1696186810409,116.264027404612
Balsora_2017,35,13.2633596155829,87.7329539861193
Balsora_2017,36,16.2566570032291,122.566650432465
Balsora_2017,37,12.5466513286803,78.0226919388827
Balsora_2017,38,16.4632067371948,106.322415732436
Balsora_2017,39,15.9112715159284,91.4294767001454
Balsora_2017,40,13.6760393891858,152.504765727408
Balsora_2017,41,14.695913306234,107.073084872604
Balsora_2017,42,12.5991002177005,189.194751633385
Balsora_2017,43,15.8111971678061,113.677726711683
Balsora_2017,44,13.711416646006,109.138155774162
Balsora_2017,45,14.2367147678538,148.491650050296
Balsora_2017,46,14.6911046815381,140.678728483707
Balsora_2017,47,12.2616038529662,163.283765645472
Balsora_2017,48,14.9240171855573,74.2073414019737
Balsora_2017,49,15.2376256919225,129.814464815599
Balsora_2017,50,15.388432067389,133.110863580463
Balsora_2017,51,13.7197873386555,126.048671117398
Balsora_2017,52,13.0063828770606,133.374434393746
Balsora_2017,53,15.689223464991,129.305499473148
Balsora_2017,54,15.4020896202863,118.558198835799
Balsora_2017,55,14.7149137032579,111.290865844177
Balsora_2017,56,14.2010428940397,114.068579518999
Balsora_2017,57,13.5369311098363,87.6965945465221
Balsora_2017,58,16.4492379206016,124.524407377541
Balsora_2017,59,13.2825995259808,95.9144477166663
Balsora_2017,60,14.6565710052156,81.5526035974365
Balsora_2017,61,15.7555249731438,94.5430033360437
Balsora_2017,62,17.2922260305037,112.29437218619
Balsora_2017,63,14.9688957007407,82.3388370559005
Balsora_2017,65,15.6254803592558,105.191701032154
Balsora_2017,66,15.660048696793,125.734917351295
Balsora_2017,67,15.1278625933475,110.196291351622
Balsora_2017,68,15.4405418157329,99.8408033866317
Balsora_2017,69,14.6057923537509,133.547399689059
Balsora_2017,70,12.8911801970657,130.298145553206
Balsora_2017,71,14.7702674239906,116.091501597207
Balsora_2017,72,13.6196398512168,113.143955787522
Balsora_2017,73,15.7867004234538,122.124028575017
Balsora_2017,74,15.3539012808087,141.493179621215
Balsora_2017,75,13.0380858366897,135.029506886277
Balsora_2017,76,14.4076803629441,134.499004405516
Balsora_2017,77,15.5036854949198,131.190840711728
Balsora_2017,78,13.7444676567075,137.162067850941
Balsora_2017,79,14.2960079641001,118.96139105276
Balsora_2017,80,14.7811063231952,95.6954620659536
Balsora_2017,81,11.394001258036,97.0536525569461
Balsora_2017,82,12.6081765315952,101.107241428245
Balsora_2017,83,14.3713706043017,106.671838444741
Balsora_2017,84,13.5184428029031,93.4864911739996
Balsora_2017,85,16.0243608439641,83.1387382287774
Balsora_2017,86,15.0118437359862,130.003047026887
Balsora_2017,87,13.8741583752145,62.8733444777199
Balsora_2017,88,14.7629458507926,100.255429684949
Balsora_2017,90,13.3244807494253,149.544268638742
Balsora_2017,91,13.0564048958677,132.936953304886
Balsora_2017,92,15.5261217723785,125.04354377468
Balsora_2017,93,14.8564038411841,118.387675628828
Balsora_2017,94,15.1154124999171,97.0957709916909
Balsora_2017,95,15.6179078358354,102.974936709732
Balsora_2017,96,14.2607109159034,106.412922325354
Balsora_2017,97,11.4083915351,100.566061505829
Balsora_2017,98,14.7214476068619,111.548264735575
Balsora_2017,99,16.3411017374165,124.077538874747
Balsora_2017,100,15.1765908931573,120.514045640345
Balsora_2017,101,13.9381354774725,72.8931858442746
Balsora_2017,102,14.3080268294541,111.643988247112
Balsora_2017,105,7.38782996038036,156.424695158819
Balsora_2017,106,7.13915128946597,154.844407017057
Balsora_2017,107,13.5816448784435,90.8159683623466
Balsora_2017,108,10.4339703168589,163.969778005356
Balsora_2017,109,13.516509412275,140.895840574352
Balsora_2017,110,7.10957602421239,158.423415901585
Balsora_2017,111,7.3237533562542,155.261871340849
Balsora_2017,112,14.6724230554719,116.173912893352
Balsora_2017,113,15.496889303135,145.293246953637
Balsora_2017,114,11.9919526380049,88.2811473552058
Balsora_2017,115,15.1080658703844,135.181018940437
Balsora_2017,116,14.1601346665957,128.450870475156
Balsora_2017,117,6.89516667651612,142.224515183024
Balsora_2017,118,15.6913469785659,144.861581713639
Balsora_2017,119,12.9062382742632,102.610684441301
Balsora_2017,120,14.4021039979935,117.735962099507
Balsora_2017,122,12.1063788997423,145.566770365081
Balsora_2017,123,10.5442371554339,157.21501207051
Balsora_2017,124,11.8474488075648,131.592354461067
Balsora_2017,125,10.620790455698,124.135484862731
Balsora_2017,126,12.2006612507389,91.6702655646967
Balsora_2017,127,13.4426870069018,125.508997746036
Balsora_2017,128,12.5776771338071,115.451370842531
Balsora_2017,129,13.3695822111455,146.003682506802
Balsora_2017,136,14.464267625668,82.2110291200828
Balsora_2017,137,16.4124161344648,125.933331614429
Balsora_2017,143,14.8801278179545,139.307360785894
Balsora_2017,144,13.7896252434494,64.6611304772704
Balsora_2017,145,15.0645748417782,144.591211419824
Balsora_2017,146,15.3244782056148,108.426205188966
Balsora_2017,147,11.8564798295157,99.3684927331932
Balsora_2017,148,14.6679183238358,103.831013545795
Balsora_2017,149,14.3396793373272,85.9242021126533
Balsora_2017,150,15.2704960853066,119.59134831829
Balsora_2017,151,15.7556256911638,113.446834560169
Balsora_2017,152,14.3127291787926,120.634706551979
Balsora_2017,153,13.7497820462539,134.749148821397
Balsora_2017,154,15.3338227988521,140.844513110914
Balsora_2017,155,11.448851720312,125.014354240374
Balsora_2017,157,15.4693459130478,153.207255276661
Balsora_2017,158,12.7493371661745,85.3680729597311
Balsora_2017,159,13.1069334799817,69.3672215396609
Balsora_2017,164,11.69872192882,127.411691543037
Balsora_2017,165,12.3671758415563,145.177186907818
Balsora_2017,168,16.7982255813617,132.908373687466
Balsora_2017,169,15.9331902504896,141.350799589701
Balsora_2017,170,15.7162482179333,115.5004851308
Balsora_2017,171,13.5396807275527,127.656359600697
Balsora_2017,172,15.9516827541484,139.821983858166
Balsora_2017,173,15.8664003554547,140.190857267424
Balsora_2017,174,14.6485246912046,71.8443118982719
Balsora_2017,175,14.7431922951539,121.327728165278
Balsora_2017,176,14.6668381584253,135.876470434904
Balsora_2017,178,15.7822798859298,109.864652588253
Balsora_2017,179,15.3584120917638,161.857160183908
Balsora_2017,180,15.1834255047053,109.558400132297
Balsora_2017,181,16.7060318164349,134.540572188369
Balsora_2017,182,14.9387510625323,139.599591435294
Balsora_2017,183,13.4761125442876,103.81406188746
Balsora_2017,185,14.0345110679999,140.824202288942
Balsora_2017,186,14.2085394713201,123.413601523939
Balsora_2017,187,11.5755173582267,144.745049052252
Balsora_2017,189,14.1674572254167,85.7665798933663
Balsora_2017,190,14.7072532087359,121.581616878287
Balsora_2017,191,14.8854291879011,112.098811164519
Balsora_2017,192,15.0848209969891,150.645376284502
Balsora_2017,193,14.6886906262404,135.01349033344
Balsora_2017,194,13.4434586938838,141.223098236442
Balsora_2017,195,15.5976706565512,151.025836627824
Balsora_2017,196,13.9049475500677,125.879229014516
Balsora_2017,197,14.0751071767975,159.018530355974
Balsora_2017,198,13.4093759868912,128.209919219795
Balsora_2017,199,14.8682303970647,127.184987959424
Balsora_2017,200,15.0226342444396,121.309827145979
Balsora_2017,201,14.1098047997445,125.491301131956
Balsora_2017,202,15.1879128615654,70.901367561515
Balsora_2017,203,13.3221205764412,102.7322182076
Balsora_2017,204,13.5549287270101,116.398309735957
Balsora_2017,205,11.4187915623164,82.402574242095
Balsora_2017,206,14.651314961788,114.902387268473
Balsora_2017,207,15.5313409869393,115.88415169974
Balsora_2017,209,14.1264835901014,81.7692317498206
Balsora_2017,210,13.4135633178369,140.518546672877
Balsora_2017,211,12.8494679050483,125.398058456995
Balsora_2017,212,15.0202411444869,121.346625733504
Balsora_2017,214,15.4948425026576,144.049122358947
Balsora_2017,215,10.9290775698444,112.797946505457
Balsora_2017,216,13.8730475185091,132.769692931789
Balsora_2017,217,14.116798207668,130.919389563698
Balsora_2017,218,16.2657060718622,145.781245582211
Balsora_2017,219,13.9023424789455,135.991262384883
Balsora_2017,220,14.7068833391248,160.263046687736
Porvenir_2020,4,14.0818062722183,161.341217211468
Porvenir_2020,5,13.5833866768436,146.481710107592
Porvenir_2020,8,14.7838864075552,157.446103608632
Porvenir_2020,9,13.4758742848629,148.952701301749
Porvenir_2020,10,13.6500823037569,178.230106601494
Porvenir_2020,11,14.6915854391193,160.913303379043
Porvenir_2020,12,14.5315612901254,152.26312927583
Porvenir_2020,13,14.9697613351567,171.865027847804
Porvenir_2020,14,14.3969014893952,169.052960581893
Porvenir_2020,15,14.6921691131496,166.557927449999
Porvenir_2020,16,14.5207868834015,155.975021672606
Porvenir_2020,17,14.4985428096403,155.332553359227
Porvenir_2020,18,13.8259959734703,164.550872051084
Porvenir_2020,19,12.9326588207236,197.326587056387
Porvenir_2020,20,14.1285238475587,164.130010057154
Porvenir_2020,21,14.5753805717062,146.943221702095
Porvenir_2020,22,14.8706233931768,152.058490702001
Porvenir_2020,23,15.005076692672,158.390001803447
Porvenir_2020,24,14.168473055044,174.603595722692
Porvenir_2020,25,14.6801576175728,156.842361689678
Porvenir_2020,26,14.3720040751195,154.014749185838
Porvenir_2020,27,14.0073935306824,152.756753792011
Porvenir_2020,28,15.5399546807032,189.765976925716
Porvenir_2020,29,14.0225881919645,163.373126430151
Porvenir_2020,31,14.74334046765,155.543719051556
Porvenir_2020,32,14.8686217009208,181.350737780983
Porvenir_2020,33,13.1912049765046,162.107349782731
Porvenir_2020,34,14.9835968807503,151.169901096015
Porvenir_2020,35,14.3828644291819,164.409959922396
Porvenir_2020,36,14.1766641151197,173.746555707661
Porvenir_2020,37,14.1701008426959,161.643040418612
Porvenir_2020,38,15.407264964337,186.206285542889
Porvenir_2020,39,15.3505951923802,143.182397131298
Porvenir_2020,40,13.2918229671394,208.328975122192
Porvenir_2020,41,14.4970314214819,165.049612450399
Porvenir_2020,42,14.4877875380916,165.427630435639
Porvenir_2020,43,14.2391517927953,154.911206478023
Porvenir_2020,44,12.4715946752565,165.669925644119
Porvenir_2020,45,13.3000478810859,164.587895504878
Porvenir_2020,46,14.1136509614359,170.650719510823
Porvenir_2020,47,13.6201181690342,167.847614473981
Porvenir_2020,48,13.8774714715845,163.815719314329
Porvenir_2020,49,14.9083736317361,165.862752104941
Porvenir_2020,50,12.7345479910996,157.452275922512
Porvenir_2020,51,15.4674155890011,155.38777803528
Porvenir_2020,52,14.375655206043,173.720907221282
Porvenir_2020,53,14.7463669415303,160.723515455272
Porvenir_2020,54,14.1799008383238,170.094589360744
Porvenir_2020,55,14.5545701272787,173.001858856506
Porvenir_2020,56,14.5855730587775,157.684798506044
Porvenir_2020,57,13.8447553976378,161.846098427371
Porvenir_2020,58,14.6592319675701,175.426485373336
Porvenir_2020,59,14.2608876900448,158.366338792446
Porvenir_2020,60,12.2980013032641,153.237819396087
Porvenir_2020,61,14.5571817433296,149.524858679459
Porvenir_2020,62,15.684364505780101,168.19548963006
Porvenir_2020,63,14.9308050572997,167.845745935079
Porvenir_2020,65,14.2619736385952,143.154309999845
Porvenir_2020,66,14.4354749196036,156.171544139621
Porvenir_2020,67,14.3724954701799,154.333998168028
Porvenir_2020,68,14.8721034143034,176.438484118082
Porvenir_2020,69,15.3540147399554,172.930596271501
Porvenir_2020,70,14.4805192684648,158.278895741108
Porvenir_2020,71,13.3727013916027,162.144031657556
Porvenir_2020,72,14.4141086229363,157.981669427319
Porvenir_2020,73,12.5895686903733,198.855616052698
Porvenir_2020,74,14.5746303032433,168.745537575605
Porvenir_2020,75,14.1359426091606,166.312585944084
Porvenir_2020,76,15.1458599420876,155.752714364346
Porvenir_2020,77,14.8110143300916,170.645285172137
Porvenir_2020,78,14.4098755696081,148.844303735315
Porvenir_2020,79,13.6907380722789,162.672118054552
Porvenir_2020,80,15.0714456574808,146.445911671699
Porvenir_2020,81,12.83183500055,153.402260952939
Porvenir_2020,82,13.9639582504529,150.853041359901
Porvenir_2020,83,13.7375000604246,147.385752017121
Porvenir_2020,84,13.8435200022965,170.435386775453
Porvenir_2020,85,14.3070457747885,157.435696462932
Porvenir_2020,86,14.6378261866454,157.892915359591
Porvenir_2020,87,15.0876185335717,160.588897467199
Porvenir_2020,88,15.2009670712568,164.372378135608
Porvenir_2020,90,12.7796328467597,167.200944282443
Porvenir_2020,91,13.8424375728436,176.235971124239
Porvenir_2020,92,15.2075541137461,159.554973148212
Porvenir_2020,93,13.8016278199079,155.599880870518
Porvenir_2020,94,14.9470235125564,157.218579945368
Porvenir_2020,95,15.0652244923625,146.013960296714
Porvenir_2020,96,14.1847582058783,157.736810712942
Porvenir_2020,97,14.4400466699129,152.468677531181
Porvenir_2020,98,13.6966689026985,163.373126430151
Porvenir_2020,99,14.9170370471411,147.82423551879
Porvenir_2020,100,13.6770185747153,157.826413519545
Porvenir_2020,101,14.0064589953468,136.542311543537
Porvenir_2020,102,14.8217780315583,146.285629352133
Porvenir_2020,105,12.9058865330272,188.891985034523
Porvenir_2020,106,12.2249152097478,193.594153785492
Porvenir_2020,107,14.0296684128989,159.091920570603
Porvenir_2020,108,12.1737020983173,163.359553472989
Porvenir_2020,109,14.0414303581394,182.347877560919
Porvenir_2020,110,11.0826971781647,160.126048469055
Porvenir_2020,111,10.713456523615699,208.887469762253
Porvenir_2020,112,14.7090809912671,158.07493807143
Porvenir_2020,113,13.7049460047878,167.227699086433
Porvenir_2020,114,14.6558947107754,177.945750760532
Porvenir_2020,115,13.3735851895061,167.183319245119
Porvenir_2020,116,14.385650969142601,160.388547910046
Porvenir_2020,117,10.6714142046908,160.183674922598
Porvenir_2020,118,14.0321313896987,175.885915899529
Porvenir_2020,119,13.0375163623519,176.827198560653
Porvenir_2020,120,15.3331377908415,164.83224015343
Porvenir_2020,122,12.7329903661844,180.683257353639
Porvenir_2020,123,12.886617836969,184.42595261658
Porvenir_2020,124,14.1030708705169,131.53618261987
Porvenir_2020,125,13.1384409872688,162.941949226449
Porvenir_2020,126,13.8132700360924,198.267623581892
Porvenir_2020,127,14.5506850601927,179.913617592549
Porvenir_2020,128,14.2153631491291,177.833306791788
Porvenir_2020,129,13.7732033123009,152.866729531337
Porvenir_2020,136,15.0865985056815,140.985693854084
Porvenir_2020,137,15.2400146672671,150.689060251131
Porvenir_2020,143,14.8072660270111,171.979365962786
Porvenir_2020,144,13.7888698999365,149.340927649271
Porvenir_2020,145,15.0282615563769,159.766409095173
Porvenir_2020,146,14.5489495597721,184.692103644534
Porvenir_2020,147,12.1271118902043,159.678673914825
Porvenir_2020,148,13.8330816546215,163.028474151147
Porvenir_2020,149,12.9706423860092,173.041368472879
Porvenir_2020,150,14.7431903613834,169.364289459033
Porvenir_2020,151,14.8513859415633,156.858544754294
Porvenir_2020,152,14.7594650064261,166.629029276799
Porvenir_2020,153,13.7090474932555,169.270473336334
Porvenir_2020,154,14.3499993051499,158.956543730305
Porvenir_2020,155,13.659169992826,154.838248981603
Porvenir_2020,157,13.7602852618209,167.848311789867
Porvenir_2020,158,14.6624731674822,158.230048922719
Porvenir_2020,159,13.1596779373489,154.480998110324
Porvenir_2020,164,14.7614701163523,141.93196772566
Porvenir_2020,165,14.1453380195689,167.141105647063
Porvenir_2020,168,14.5934474888109,154.866721836933
Porvenir_2020,169,14.2801883774277,175.510584740849
Porvenir_2020,170,15.6734980490949,163.601451942176
Porvenir_2020,171,14.2013892319979,165.069447875784
Porvenir_2020,172,15.1759792539894,169.203773000587
Porvenir_2020,173,14.5305930250013,186.090877908044
Porvenir_2020,174,14.3235960450772,159.445308710442
Porvenir_2020,175,14.6162410667388,172.184189051556
Porvenir_2020,176,14.1654200668046,174.6022020719
Porvenir_2020,178,14.3734069512934,159.225017012006
Porvenir_2020,179,14.4808618620155,161.946166114885
Porvenir_2020,180,13.6078980606475,167.576660814657
Porvenir_2020,181,14.2787621412829,160.237738255046
Porvenir_2020,182,15.2086551974657,183.861988919014
Porvenir_2020,183,13.8091520767661,156.209647240794
Porvenir_2020,185,15.0427406259063,165.787700665294
Porvenir_2020,186,14.4787887804492,157.731471410523
Porvenir_2020,187,14.153807475912,172.358686436887
Porvenir_2020,189,12.8433712469916,144.773483929907
Porvenir_2020,190,14.0966201097027,167.523140134782
Porvenir_2020,191,15.6034301737399,159.267261821766
Porvenir_2020,192,14.5295539149064,181.296348161355
Porvenir_2020,193,14.0371897740648,162.654954165325
Porvenir_2020,194,13.2112436300328,149.907501201115
Porvenir_2020,195,14.4669310633326,166.741361137956
Porvenir_2020,196,13.6423416287045,158.994596051385
Porvenir_2020,197,13.2316442377424,147.009371703945
Porvenir_2020,198,13.9359017295686,154.063616491763
Porvenir_2020,199,14.5979118278644,136.212306470841
Porvenir_2020,200,14.6614825194534,158.595138787306
Porvenir_2020,201,14.8993415813357,154.864501124481
Porvenir_2020,202,14.0361405605845,153.504128246686
Porvenir_2020,203,13.7131080954673,155.680250109365
Porvenir_2020,204,14.3682777910025,148.555287136413
Porvenir_2020,205,14.1273137426499,153.897529731919
Porvenir_2020,206,14.6782085966994,157.109791121982
Porvenir_2020,207,14.4743599394821,190.216057696559
Porvenir_2020,209,13.6658576459265,161.610410495691
Porvenir_2020,210,13.2440244070832,152.498059229326
Porvenir_2020,211,14.899754767438,181.454234538325
Porvenir_2020,212,14.9130930211353,178.077188824408
Porvenir_2020,214,15.4786325235034,164.040779659797
