season,family,gid,plant,replicated,P_rachis_loss,soluble_solids,S_dry
2019,jardin,G_Autumn.Royal,2,R1,0,15,0.00222
2019,jardin,G_Autumn.Royal,2,R2,0,16,0.00431
2019,jardin,G_Autumn.Royal,2,R3,0,16,0.001
2019,jardin,G_Autumn.Royal,3,R1,28.181818181818176,15,8.2e-4
2019,jardin,G_Autumn.Royal,3,R2,29.166666666666668,14,0.00118
2019,jardin,G_Autumn.Royal,3,R3,69.47368421052632,15,8.5e-4
2019,jardin,G_Bogazkere,1,R1,20.000000000000004,15,0.03969
2019,jardin,G_Bogazkere,1,R2,44.00000000000001,16,0.04461
2019,jardin,G_Bogazkere,1,R3,1.999999999999993,17,0.04528
2019,jardin,G_Bogazkere,2,R1,1.2499999999999956,14,0.05943
2019,jardin,G_Bogazkere,2,R2,11.428571428571427,16,0.04138
2019,jardin,G_Bogazkere,2,R3,46.666666666666664,12,0.04719
2019,jardin,G_Bogazkere,3,R1,0,15,0.04324
2019,jardin,G_Bogazkere,3,R2,0,20,0.03881
2019,jardin,G_Bogazkere,3,R3,23.750000000000004,18,0.03749
2019,jardin,G_Italia,1,R1,9.999999999999995,17,0.05688
2019,jardin,G_Italia,1,R2,70,18,0.07165
2019,jardin,G_Italia,1,R3,64,14,0.06712
2019,jardin,G_Italia,2,R1,37.777777777777786,17,0.09852
2019,jardin,G_Italia,2,R2,48.666666666666664,16,0.06645
2019,jardin,G_Italia,2,R3,15.45454545454545,16,0.10337
2019,jardin,G_Voskeat,1,R1,44.545454545454554,18,0.07168
2019,jardin,G_Voskeat,1,R2,74.44444444444444,20,0.06433
2019,jardin,G_Voskeat,1,R3,8.000000000000007,20,0.06474
2019,jardin,G_Voskeat,2,R1,10.000000000000004,19,0.06364
2019,jardin,G_Voskeat,2,R2,50.55555555555556,21,0.08068
2019,jardin,G_Voskeat,2,R3,64.21052631578948,17,0.06807
2019,jardin,G_Voskeat,3,R1,60.90909090909091,19,0.08169
2019,jardin,G_Voskeat,3,R2,55,17,0.07722
2019,jardin,G_Voskeat,3,R3,0,17,0.07308
2019,jardin,G_Plant.de.Maroc,1,R1,35.33333333333334,17,0.06213
2019,jardin,G_Plant.de.Maroc,1,R2,0,15,0.0657
2019,jardin,G_Plant.de.Maroc,1,R3,30.58823529411764,16,0.08234
2019,jardin,G_Plant.de.Maroc,2,R1,4.285714285714279,16,0.07392
2019,jardin,G_Plant.de.Maroc,2,R2,0,16,0.06111
2019,jardin,G_Plant.de.Maroc,2,R3,10.000000000000004,16,0.0745
2019,jardin,G_Plant.de.Maroc,3,R1,53.18181818181818,16,0.08118
2019,jardin,G_Plant.de.Maroc,3,R2,18.33333333333333,18,0.07007
2019,jardin,G_Plant.de.Maroc,3,R3,24.666666666666664,15,0.08634
2019,jardin,G_23,1,R1,59.44444444444444,20,0.00241
2019,jardin,G_23,1,R2,80.76923076923077,20,0.0025
2019,jardin,G_23,1,R3,19.999999999999996,21,0.00124
2019,jardin,G_23,2,R1,28.571428571428573,21,0.00513
2019,jardin,G_23,2,R2,64.44444444444444,20,3.2e-4
2019,jardin,G_23,2,R3,62.85714285714287,16,0.0015
2019,jardin,G_23,3,R1,70,18,5.3e-4
2019,jardin,G_23,3,R2,28,21,0.0031
2019,jardin,G_23,3,R3,73.33333333333333,19,0.0074
2019,jardin,G_Arna.Guirna,1,R1,4.0000000000000036,18,0.08109
2019,jardin,G_Arna.Guirna,1,R2,11.66666666666667,19,0.0662
2019,jardin,G_Arna.Guirna,1,R3,71.81818181818181,19,0.07735
2019,jardin,G_Arna.Guirna,2,R1,0,17,0.09608
2019,jardin,G_Arna.Guirna,2,R2,70,17,0.07419
2019,jardin,G_Arna.Guirna,2,R3,73.04347826086956,18,0.06343
2019,jardin,G_Arna.Guirna,3,R1,61.666666666666664,16,0.04286
2019,jardin,G_Arna.Guirna,3,R2,50,17,0.07269
2019,jardin,G_Arna.Guirna,3,R3,75.55555555555556,18,0.05459
2019,jardin,G_Varadi,1,R1,61.42857142857143,13,0.07758
2019,jardin,G_Varadi,1,R2,35,17,0.06478
2019,jardin,G_Varadi,2,R1,75.55555555555556,17,0.08085
2019,jardin,G_Varadi,3,R1,66.47058823529412,16,0.09507
2019,jardin,G_Varadi,3,R2,78.69565217391305,18,0.092
2019,jardin,G_Varadi,3,R3,54.074074074074076,17,0.06629
2019,jardin,G_AK.ouziom,1,R1,0,16,0.0533
2019,jardin,G_AK.ouziom,1,R2,0,17,0.04528
2019,jardin,G_AK.ouziom,1,R3,17.692307692307697,18,0.05751
2019,jardin,G_AK.ouziom,2,R1,60,18,0.06121
2019,jardin,G_AK.ouziom,2,R2,61.666666666666664,17,0.04799
2019,jardin,G_AK.ouziom,2,R3,0,17,0.04352
2019,jardin,G_AK.ouziom,3,R1,23.571428571428577,17,0.0495
2019,jardin,G_AK.ouziom,3,R2,65.55555555555556,15,0.05699
2019,jardin,G_AK.ouziom,3,R3,39.00000000000001,16,0.0522
2019,jardin,G_Italia.Pirovano,1,R1,37.272727272727266,15,0.08148
2019,jardin,G_Italia.Pirovano,1,R2,0,15,0.10515
2019,jardin,G_Italia.Pirovano,1,R3,26.249999999999996,16,0.08062
2019,jardin,G_Italia.Pirovano,2,R1,21.66666666666666,17,0.12073
2019,jardin,G_Italia.Pirovano,2,R2,52.5,20,0.05855
2019,jardin,G_Italia.Pirovano,2,R3,58.333333333333336,19,0.07429
2019,jardin,G_Exotic,1,R1,0,14,0.06332
2019,jardin,G_Exotic,1,R2,39.473684210526315,14,0.05889
2019,jardin,G_Exotic,1,R3,83.47826086956522,16,0.09557
2019,jardin,G_Exotic,2,R1,25.999999999999993,13,0.0362
2019,jardin,G_Exotic,2,R2,0,15,0.08985
2019,jardin,G_Exotic,2,R3,65,11,0.06887
2019,jardin,G_Exotic,3,R1,21.538461538461544,12,0.09358
2019,jardin,G_Exotic,3,R2,57.99999999999999,14,0.09491
2019,jardin,G_Exotic,3,R3,51.42857142857143,16,0.11321
2019,jardin,G_Korithi,1,R1,24.61538461538461,17,0.08504
2019,jardin,G_Korithi,1,R2,32.5,17,0.05136
2019,jardin,G_Korithi,1,R3,22.173913043478265,19,0.0734
2019,jardin,G_Korithi,2,R1,38.42105263157895,17,0.06995
2019,jardin,G_Korithi,2,R2,23.571428571428577,16,0.06664
2019,jardin,G_Korithi,2,R3,0,17,0.06277
2019,jardin,G_Medouar,1,R1,77.89473684210526,15,0.08277
2019,jardin,G_Medouar,1,R2,52.38095238095238,17,0.059520000000000003
2019,jardin,G_Medouar,1,R3,60,17,0.10582
2019,jardin,G_Medouar,2,R1,71.57894736842105,18,0.05982
2019,jardin,G_Medouar,2,R2,72.49999999999999,18,0.08492
2019,jardin,G_Medouar,2,R3,57.666666666666664,18,0.10037
2019,jardin,G_Medouar,3,R1,58.57142857142856,15,0.1002
2019,jardin,G_Medouar,3,R2,11.428571428571427,17,0.11167
2019,jardin,G_Medouar,3,R3,57.333333333333336,17,0.10227
2019,jardin,G_San.Francisco,1,R1,73.33333333333333,17,0.08402
2019,jardin,G_San.Francisco,1,R2,35.33333333333334,17,0.10284
2019,jardin,G_San.Francisco,1,R3,19.374999999999996,17,0.10401
2019,jardin,G_San.Francisco,2,R1,57.49999999999999,19,0.0801
2019,jardin,G_San.Francisco,2,R2,40.625,20,0.12678
2019,jardin,G_San.Francisco,2,R3,51.5,21,0.09396
2019,jardin,G_Maravilla.de.Malaga,1,R1,42.22222222222222,14,0.06031
2019,jardin,G_Maravilla.de.Malaga,1,R2,35.45454545454546,13,0.06907
2019,jardin,G_Maravilla.de.Malaga,1,R3,14.000000000000004,14,0.0705
2019,jardin,G_Maravilla.de.Malaga,2,R1,0,17,0.07849
2019,jardin,G_Maravilla.de.Malaga,2,R2,40.90909090909091,18,0.07158
2019,jardin,G_Maravilla.de.Malaga,2,R3,25.83333333333333,18,0.08884
2019,jardin,G_Red.Globe,1,R1,39.166666666666664,13,0.09342
2019,jardin,G_Red.Globe,1,R2,43.33333333333334,13,0.08235
2019,jardin,G_Red.Globe,1,R3,10,12,0.10944
2019,jardin,G_Red.Globe,2,R1,0,17,0.07167
2019,jardin,G_Red.Globe,2,R2,0,15,0.08056
2019,jardin,G_Red.Globe,2,R3,82.94117647058823,15,0.08571
2019,jardin,G_Red.Globe,3,R1,34.54545454545455,18,0.12477
2019,jardin,G_Red.Globe,3,R2,0,16,0.05709
2019,jardin,G_Red.Globe,3,R3,63.076923076923066,17,0.10158
2019,jardin,G_Retagliado.Bianco,1,R1,54.166666666666664,13,0.05659
2019,jardin,G_Retagliado.Bianco,1,R2,0,14,0.053
2019,jardin,G_Retagliado.Bianco,1,R3,80,18,0.04646
2019,jardin,G_Retagliado.Bianco,2,R1,19.09090909090909,15,0.06232
2019,jardin,G_Retagliado.Bianco,2,R2,44.61538461538461,14,0.04277
2019,jardin,G_Retagliado.Bianco,2,R3,40.71428571428571,20,0.05401
2019,jardin,G_Retagliado.Bianco,3,R1,55.5,17,0.03965
2019,jardin,G_Retagliado.Bianco,3,R2,52.5,16,0.05188
2019,jardin,G_Retagliado.Bianco,3,R3,66.42857142857143,18,0.04623
2019,jardin,G_Uva.Rey,1,R1,44.516129032258064,17,0.04156
2019,jardin,G_Uva.Rey,1,R2,61.36363636363637,17,0.03612
2019,jardin,G_Uva.Rey,1,R3,0,17,0.04429
2019,jardin,G_Uva.Rey,2,R1,48,16,0.03736
2019,jardin,G_Uva.Rey,2,R2,43,15,0.04224
2019,jardin,G_Uva.Rey,2,R3,68.18181818181819,16,0.03995
2019,jardin,G_Uva.Rey,3,R1,22.000000000000004,17,0.03651
2019,jardin,G_Uva.Rey,3,R2,0,20,0.03212
2019,jardin,G_Uva.Rey,3,R3,26.923076923076923,20,0.03428
2019,jardin,G_Agourane,1,R1,28.33333333333334,16,0.06241
2019,jardin,G_Agourane,1,R2,73.33333333333333,15,0.03993
2019,jardin,G_Agourane,1,R3,84.54545454545456,16,0.06879
2019,jardin,G_Agourane,2,R1,48.333333333333336,17,0.06222
2019,jardin,G_Agourane,2,R2,0,16,0.06454
2019,jardin,G_Agourane,2,R3,NA,NA,NA
2019,jardin,G_Alburla,1,R1,5.833333333333328,11,0.09105
2019,jardin,G_Alburla,1,R2,55.33333333333334,12,0.07706
2019,jardin,G_Alburla,1,R3,15.833333333333336,17,0.08324
2019,jardin,G_Alburla,2,R1,0,15,0.06542
2019,jardin,G_Alburla,2,R2,2.2222222222222143,13,0.07653
2019,jardin,G_Alburla,2,R3,43.75,14,0.07103
2019,jardin,G_Alburla,3,R1,38.125,17,0.05264
2019,jardin,G_Alburla,3,R2,0,17,0.0646
2019,jardin,G_Alburla,3,R3,0,12,0.07702
2019,jardin,G_Tandaya,1,R1,41.666666666666664,15,0.05001
2019,jardin,G_Ribier,1,R1,56,15,0.11396
2019,jardin,G_Ribier,1,R2,71,16,0.1236
2019,jardin,G_Ribier,1,R3,47.77777777777778,16,0.12399
2019,jardin,G_Ribier,2,R1,11.428571428571427,15,0.10748
2019,jardin,G_Ribier,2,R2,0,15,0.10159
2019,jardin,G_Ribier,2,R3,28.749999999999996,17,0.09244
2019,jardin,G_Blush,1,R1,33.07692307692308,15,0.03223
2019,jardin,G_Blush,1,R2,7.499999999999996,16,0.02237
2019,jardin,G_Blush,1,R3,19.000000000000004,19,0.02146
2019,jardin,G_Blush,2,R1,70,18,0.01782
2019,jardin,G_Blush,2,R2,18.75,14,0.02624
2019,jardin,G_Blush,2,R3,16.666666666666668,15,0.01635
2019,jardin,G_Blush,3,R1,58.333333333333336,15,0.01675
2019,jardin,G_Blush,3,R2,25,15,0.01938
2019,jardin,G_Blush,3,R3,67.99999999999999,13,0.02102
2019,jardin,G_Moscatel.Rosada,1,R1,40.555555555555564,17,0.08479
2019,jardin,G_Moscatel.Rosada,1,R2,33.75,15,0.0889
2019,jardin,G_Moscatel.Rosada,1,R3,34.00000000000001,16,0.05836
2019,jardin,G_Moscatel.Rosada,2,R1,27.272727272727273,16,0.05279
2019,jardin,G_Moscatel.Rosada,2,R2,14.375000000000004,18,0.06637
2019,jardin,G_Moscatel.Rosada,2,R3,34.166666666666664,16,0.09182
2019,jardin,G_Moscatel.Rosada,3,R1,59.09090909090909,16,0.08511
2019,jardin,G_Moscatel.Rosada,3,R2,30.666666666666664,17,0.07848
2019,jardin,G_Moscatel.Rosada,3,R3,30.555555555555557,17,0.05552
2019,jardin,G_Espadeiro.Tinto,1,R1,0,14,0.04599
2019,jardin,G_Espadeiro.Tinto,1,R2,57.857142857142854,12,0.0522
2019,jardin,G_Espadeiro.Tinto,1,R3,62.30769230769231,13,0.06494
2019,jardin,G_Espadeiro.Tinto,2,R1,36.42857142857142,13,0.04868
2019,jardin,G_Espadeiro.Tinto,2,R2,2.2222222222222143,14,0.048280000000000003
2019,jardin,G_Espadeiro.Tinto,2,R3,39.00000000000001,13,0.04047
2019,jardin,G_Espadeiro.Tinto,3,R1,52.72727272727273,16,0.07116
2019,jardin,G_Espadeiro.Tinto,3,R2,17.777777777777775,15,0.06845
2019,jardin,G_Espadeiro.Tinto,3,R3,62.85714285714287,16,0.06802
2019,jardin,G_Calmeria,1,R1,24.000000000000004,16,0.08983
2019,jardin,G_Calmeria,1,R2,68.46153846153847,17,0.08332
2019,jardin,G_Calmeria,1,R3,14.000000000000004,18,0.09513
2019,jardin,G_Calmeria,2,R1,53,22,0.07294
2019,jardin,G_Calmeria,2,R2,36.66666666666667,19,0.09465
2019,jardin,G_Calmeria,2,R3,45.99999999999999,20,0.10763
2019,jardin,G_Calmeria,3,R1,67.36842105263158,20,0.14065
2019,jardin,G_Calmeria,3,R2,0,19,0.11151
2019,jardin,G_Calmeria,3,R3,22.307692307692314,22,0.09114
2019,jardin,G_Titsa.Kaprei,1,R1,0,14,0.06892
2019,jardin,G_Titsa.Kaprei,1,R2,0,16,0.06013
2019,jardin,G_Titsa.Kaprei,1,R3,37.61904761904762,13,0.06429
2019,jardin,G_Titsa.Kaprei,2,R1,52.142857142857146,14,0.05072
2019,jardin,G_Titsa.Kaprei,2,R2,0,14,0.06574
2019,jardin,G_Titsa.Kaprei,2,R3,68.42105263157895,15,0.03901
2019,jardin,G_Titsa.Kaprei,3,R1,0,14,0.05749
2019,jardin,G_Titsa.Kaprei,3,R2,19.09090909090909,14,0.07332
2019,jardin,G_Titsa.Kaprei,3,R3,46.666666666666664,15,0.07671
2019,jardin,G_Gros.Colman,1,R1,54.70588235294118,12,0.06589
2019,jardin,G_Gros.Colman,1,R2,10.999999999999996,13,0.07713
2019,jardin,G_Gros.Colman,1,R3,80.47619047619047,14,0.07924
2019,jardin,G_Red,1,R1,6.1538461538461595,15,0.01098
2019,jardin,G_Red,1,R2,26.470588235294116,16,0.00911
2019,jardin,G_Red,1,R3,70,13,0.01609
2019,jardin,G_Red,2,R1,63.74999999999999,14,0.00695
2019,jardin,G_Red,2,R2,46.470588235294116,14,0.0097
2019,jardin,G_Red,2,R3,0,14,0.01011
2019,jardin,G_Red,3,R1,0,14,0.01379
2019,jardin,G_Red,3,R2,0,14,0.01206
2019,jardin,G_Red,3,R3,0,14,0.01628
2018,jardin,G_Agourane,1,R1,33.333333333333336,18.2,0.0641
2018,jardin,G_Agourane,1,R2,0,19,0.05957000000000001
2018,jardin,G_Agourane,2,R1,45.833333333333336,18.2,0.06716000000000001
2018,jardin,G_Agourane,2,R2,38.46153846153846,16,0.0595
2018,jardin,G_Agourane,3,R1,25,15.2,0.08375999999999999
2018,jardin,G_Agourane,3,R2,25,16,0.06670000000000001
2018,jardin,G_AK.ouziom,1,R1,0,16,0.04137
2018,jardin,G_AK.ouziom,1,R2,0,16,0.03829
2018,jardin,G_AK.ouziom,1,R3,NA,NA,NA
2018,jardin,G_AK.ouziom,2,R1,12.5,18,0.03548
2018,jardin,G_AK.ouziom,2,R2,0,18.1,0.049800000000000004
2018,jardin,G_AK.ouziom,2,R3,30.76923076923077,18,0.04567
2018,jardin,G_Alburla,1,R1,28.571428571428573,16,0.05969
2018,jardin,G_Alburla,1,R2,66.66666666666667,15.6,0.08829000000000001
2018,jardin,G_Alburla,1,R3,50,14.8,0.07035
2018,jardin,G_Alburla,2,R1,36.36363636363637,16,0.08298999999999998
2018,jardin,G_Alburla,2,R2,16.666666666666668,14,0.06855
2018,jardin,G_Alburla,2,R3,0,14,0.07730999999999999
2018,jardin,G_Alburla,3,R1,50,14,0.05633999999999999
2018,jardin,G_Alburla,3,R2,45.45454545454545,15,0.0794
2018,jardin,G_Alburla,3,R3,40,17,0.07068999999999999
2018,jardin,G_Arna.Guirna,1,R1,60,19,0.07909000000000002
2018,jardin,G_Arna.Guirna,1,R2,0,19,0.09694
2018,jardin,G_Arna.Guirna,1,R3,14.285714285714286,19.3,0.10190999999999999
2018,jardin,G_Arna.Guirna,2,R1,50,20.5,0.05242
2018,jardin,G_Arna.Guirna,2,R2,20,19,0.05457999999999998
2018,jardin,G_Arna.Guirna,2,R3,20,20,0.09289
2018,jardin,G_Assyl.Kara,1,R1,0,15.8,0.026399999999999996
2018,jardin,G_Assyl.Kara,1,R2,0,17,0.031189999999999996
2018,jardin,G_Assyl.Kara,1,R3,0,15.1,0.051370000000000006
2018,jardin,G_Assyl.Kara,2,R1,0,15,0.03855000000000001
2018,jardin,G_Assyl.Kara,2,R2,0,16,0.04243999999999999
2018,jardin,G_Assyl.Kara,2,R3,0,16,0.059210000000000006
2018,jardin,G_Assyl.Kara,3,R1,0,15.2,0.03604999999999999
2018,jardin,G_Assyl.Kara,3,R2,0,15,0.0517
2018,jardin,G_Assyl.Kara,3,R3,0,16.8,0.046040000000000005
2018,jardin,G_Autumn.Royal,1,R1,0,18,0
2018,jardin,G_Autumn.Royal,1,R2,0,17,0.007489999999999997
2018,jardin,G_Autumn.Royal,2,R1,68.42105263157895,16,0
2018,jardin,G_Autumn.Royal,2,R2,41.666666666666664,19.6,0
2018,jardin,G_Autumn.Royal,2,R3,0,17,0
2018,jardin,G_Autumn.Royal,3,R1,0,16.4,0.008439999999999998
2018,jardin,G_Autumn.Royal,3,R2,46.15384615384615,18,0.003920000000000002
2018,jardin,G_Autumn.Royal,3,R3,78.57142857142857,18,0.010020000000000001
2018,jardin,G_Autumn.Seedless,1,R1,44.44444444444444,17.2,0
2018,jardin,G_Autumn.Seedless,1,R2,30.76923076923077,18,0
2018,jardin,G_Autumn.Seedless,1,R3,70,16.4,0
2018,jardin,G_Beauty,1,R1,36.36363636363637,17.6,0.0010899999999999966
2018,jardin,G_Beauty,1,R2,68.96551724137932,17.8,0.001200000000000001
2018,jardin,G_Beauty,1,R3,65.21739130434783,17.8,0.0017800000000000038
2018,jardin,G_Beauty,2,R1,55.55555555555556,19.4,0.0023999999999999968
2018,jardin,G_Beauty,2,R2,18.75,17.8,0.0012900000000000023
2018,jardin,G_Beauty,2,R3,0,16.6,9.80000000000003e-4
2018,jardin,G_Big.Red,1,R1,54.54545454545455,15.6,0.010609999999999998
2018,jardin,G_Big.Red,1,R2,0,17,0.010649999999999998
2018,jardin,G_Big.Red,1,R3,42.857142857142854,18.6,0.0032600000000000016
2018,jardin,G_Big.Red,2,R1,0,16.4,0.009399999999999997
2018,jardin,G_Big.Red,2,R2,0,16.2,0.005939999999999996
2018,jardin,G_Big.Red,2,R3,0,17.2,0.0065800000000000025
2018,jardin,G_Big.Red,3,R1,41.666666666666664,17.8,0.009400000000000002
2018,jardin,G_Big.Red,3,R2,10,17.8,0.009489999999999998
2018,jardin,G_Big.Red,3,R3,18.181818181818183,19.6,0.009749999999999998
2018,jardin,G_Black,1,R1,33.333333333333336,21,0.002429999999999999
2018,jardin,G_Black,1,R2,11.11111111111111,18.2,0.002090000000000003
2018,jardin,G_Black,1,R3,71.42857142857143,20,0.0042899999999999995
2018,jardin,G_Black,1,R1,44.44444444444444,21,0.002429999999999999
2018,jardin,G_Black,1,R2,55.55555555555556,18.2,0.002090000000000003
2018,jardin,G_Black,2,R1,NA,NA,NA
2018,jardin,G_Black,2,R2,NA,NA,NA
2018,jardin,G_Bogazkere,1,R1,0,18,0.05193000000000001
2018,jardin,G_Bogazkere,1,R2,66.66666666666667,20.4,0.05025999999999999
2018,jardin,G_Bogazkere,1,R3,50,18,0.04629
2018,jardin,G_Bogazkere,2,R1,33.333333333333336,19,0.03456
2018,jardin,G_Bogazkere,2,R2,0,17,0.039290000000000005
2018,jardin,G_Bogazkere,2,R3,33.333333333333336,18,0.04806
2018,jardin,G_Calmeria,1,R1,50,19,0.07221999999999999
2018,jardin,G_Calmeria,1,R2,50,20,0.09191
2018,jardin,G_Calmeria,2,R1,0,20.2,0.09743000000000002
2018,jardin,G_Calmeria,2,R2,37.5,22,0.07149
2018,jardin,G_Calmeria,3,R1,64.70588235294117,16,0.09616
2018,jardin,G_Calmeria,3,R2,0,15,0.07246
2018,jardin,G_Canner,1,R1,33.333333333333336,19,0
2018,jardin,G_Canner,1,R2,0,19,0
2018,jardin,G_Canner,1,R3,0,18.5,0
2018,jardin,G_Canner,2,R1,14.285714285714286,16,0
2018,jardin,G_Canner,2,R2,0,17,0
2018,jardin,G_Canner,2,R3,0,16,0
2018,jardin,G_Cardinal,1,R1,14.285714285714286,15,0.06412
2018,jardin,G_Cardinal,1,R2,0,19.6,0.05029999999999999
2018,jardin,G_Cardinal,1,R3,58.333333333333336,13.8,0.06893
2018,jardin,G_Cardinal,2,R1,27.272727272727273,19.2,0.052489999999999995
2018,jardin,G_Cardinal,2,R2,0,18.2,0.07074
2018,jardin,G_Cardinal,2,R3,7.6923076923076925,16,0.06297
2018,jardin,G_Cardinal,3,R1,10,16,0.05944000000000001
2018,jardin,G_Cardinal,3,R2,0,15,0.06438999999999999
2018,jardin,G_Cardinal,3,R3,9.090909090909092,15,0.06846
2018,jardin,G_Centennial,1,R1,54.166666666666664,19.8,7.599999999999996e-4
2018,jardin,G_Centennial,1,R2,7.6923076923076925,20,0.0015400000000000025
2018,jardin,G_Centennial,2,R1,68.75,22.6,0
2018,jardin,G_Centennial,3,R1,25,19.4,8.900000000000019e-4
2018,jardin,G_Centennial,3,R2,21.428571428571427,19.6,0
2018,jardin,G_Centennial,3,R3,77.77777777777777,18.8,0
2018,jardin,G_Centennial,3,R4,33.333333333333336,18.8,0
2018,jardin,G_Cesar,1,R1,0,19.2,0.07461000000000001
2018,jardin,G_Cesar,1,R2,0,16.6,0.07317
2018,jardin,G_Cesar,1,R3,0,18,0.09195
2018,jardin,G_Cesar,2,R1,0,18,0.09219
2018,jardin,G_Cesar,2,R2,28.571428571428573,18,0.05628999999999999
2018,jardin,G_Cesar,2,R3,33.333333333333336,16,0.050649999999999994
2018,jardin,G_Cesar,3,R1,0,18.6,0.07381
2018,jardin,G_Cesar,3,R2,12.5,17,0.07083999999999999
2018,jardin,G_Cesar,3,R3,0,17,0.08817000000000001
2018,jardin,G_Chaselas.Musque,1,R1,16.666666666666668,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R2,0,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R3,0,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,2,R1,0,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R2,0,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R3,25,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,3,R1,0,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R2,0,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R3,0,16,0.045880000000000004
2018,jardin,G_Chirai.Obak,1,R1,54.54545454545455,19,0.08679
2018,jardin,G_Chirai.Obak,2,R1,35,16.6,0.08909
2018,jardin,G_Chirai.Obak,3,R1,50,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R2,40,16.8,0.061860000000000005
2018,jardin,G_Chouchillon,1,R1,0,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R2,61.904761904761905,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R3,35.294117647058826,18.4,0.07568
2018,jardin,G_Crimson,1,R1,0,17.1,0
2018,jardin,G_Crimson,1,R2,44.44444444444444,18.2,0
2018,jardin,G_Crimson,1,R3,16.666666666666668,18.8,0
2018,jardin,G_Crimson,2,R1,37.5,16,0
2018,jardin,G_Crimson,2,R2,50,13,0
2018,jardin,G_Crimson,2,R3,22.22222222222222,14,0
2018,jardin,G_Csaba.Gyangye,1,R1,0,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R2,38.46153846153846,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R3,NA,NA,NA
2018,jardin,G_Csaba.Gyangye,2,R1,23.076923076923077,17.4,0.03194999999999999
2018,jardin,G_Csaba.Gyangye,2,R2,0,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R3,NA,NA,NA
2018,jardin,G_Csaba.Gyangye,3,R1,0,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R2,NA,NA,NA
2018,jardin,G_Delizia.di.Vaprio,1,R1,0,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R2,6.25,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R3,7.6923076923076925,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,2,R1,0,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R2,0,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R3,0,20.4,0.04894
2018,jardin,G_Dawn,1,R1,81.25,16.4,0
2018,jardin,G_Dawn,1,R2,69.23076923076923,15.4,8.599999999999997e-4
2018,jardin,G_Dawn,1,R3,56.25,15.8,0.001100000000000001
2018,jardin,G_Dawn,2,R1,75,20,0.002889999999999998
2018,jardin,G_Dawn,2,R2,0,16.8,7.900000000000019e-4
2018,jardin,G_Dawn,2,R3,61.53846153846154,19.4,0
2018,jardin,G_Duc.Magenta,1,R1,40,14.5,0.05992000000000001
2018,jardin,G_Duc.Magenta,1,R2,41.1764705882353,17.1,0.07443
2018,jardin,G_Duc.Magenta,1,R3,63.63636363636363,15,0.07888999999999999
2018,jardin,G_Duc.Magenta,2,R1,0,14,0.09302000000000002
2018,jardin,G_Duc.Magenta,2,R2,12.5,16,0.07826
2018,jardin,G_Duc.Magenta,2,R3,0,18,0.08229
2018,jardin,G_Duc.Magenta,3,R1,54.54545454545455,16.5,0.10384
2018,jardin,G_Duc.Magenta,3,R2,68.75,16.7,0.07839
2018,jardin,G_Duc.Magenta,3,R3,41.666666666666664,15,0.08732
2018,jardin,G_Emperor,1,R1,30,16.4,0.06731000000000001
2018,jardin,G_Emperor,1,R2,53.84615384615385,16.8,0.10407999999999999
2018,jardin,G_Emperor,1,R3,35.714285714285715,18,0.07185
2018,jardin,G_Emperor,2,R1,0,16,0.08832
2018,jardin,G_Emperor,2,R2,33.333333333333336,16.2,0.06432
2018,jardin,G_Emperor,2,R3,25,16,0.09949000000000001
2018,jardin,G_Espadeiro.Tinto,1,R1,28.571428571428573,17.8,0.060529999999999994
2018,jardin,G_Espadeiro.Tinto,1,R2,57.142857142857146,16,0.05942000000000001
2018,jardin,G_Espadeiro.Tinto,1,R3,33.333333333333336,18.8,0.05515000000000001
2018,jardin,G_Espadeiro.Tinto,2,R1,57.142857142857146,18,0.06791
2018,jardin,G_Espadeiro.Tinto,2,R2,28.571428571428573,18,0.053059999999999996
2018,jardin,G_Espadeiro.Tinto,2,R3,0,18,0.06337000000000001
2018,jardin,G_Espadeiro.Tinto,3,R1,83.33333333333333,19,0.0692
2018,jardin,G_Espadeiro.Tinto,3,R2,37.5,17,0.07359000000000002
2018,jardin,G_Espadeiro.Tinto,3,R3,16.666666666666668,20,0.052590000000000005
